age,gender,total_trips,days_since_last_trip,trips_30d,completed_trips_30d,cancelled_trips_30d,total_fare_30d,total_distance_30d,promo_used_trips_30d,total_events_30d,Cluster,city_Barcelona,city_Berlin,city_London,city_Milan,income_level_low,income_level_medium,signup_channel_Organic,signup_channel_Partnership,signup_channel_Referral,persona_Casual Rider,persona_Commuter,persona_Tourist,churned
-0.7692307692307693,2,0.42105263157894735,0.0,0.0,0.0,0.0,0.418035991673095,-0.14819080525962183,0.0,0.9615384615384616,-0.5,0,0,1,0,0,0,0,0,1,1,0,0,0.0
0.38461538461538464,1,-0.3684210526315789,-0.2916666666666667,-0.25,-0.3333333333333333,0.0,-0.28552407722464684,-0.39236011133506093,0.0,-0.038461538461538464,0.5,1,0,0,0,1,0,0,1,0,0,0,1,0.0
0.7692307692307693,0,-0.3157894736842105,2.0833333333333335,0.5,0.6666666666666666,0.0,0.27749305210655906,0.3731644111718976,1.0,0.19230769230769232,-0.5,0,1,0,0,0,1,1,0,0,1,0,0,0.0
-0.6923076923076923,1,-1.105263157894737,-0.5833333333333334,-0.5,-0.6666666666666666,0.0,-0.6057083681168304,-0.6488146655149246,0.0,-0.5384615384615384,-1.0,1,0,0,0,1,0,0,0,1,0,1,0,0.0
0.38461538461538464,1,-0.47368421052631576,-0.3333333333333333,1.0,1.3333333333333333,0.0,1.074677966459903,0.9793646223245992,1.0,0.038461538461538464,0.5,0,0,0,1,0,1,0,0,1,0,1,0,0.0
-0.4230769230769231,1,0.6842105263157895,-0.375,4.75,5.333333333333333,3.0,6.17154692337768,4.917938381802476,6.0,1.1153846153846154,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0.0
-0.3076923076923077,2,-0.5789473684210527,0.5416666666666666,0.25,0.3333333333333333,0.0,0.31173058024156475,-0.12131682503119295,0.0,0.5,-0.5,0,1,0,0,0,1,0,0,0,1,0,0,0.0
0.4230769230769231,0,-0.15789473684210525,1.0,-0.25,-0.3333333333333333,0.0,-0.28911690425115977,-0.34091563489778287,0.0,1.6923076923076923,-0.5,0,0,0,1,0,1,0,1,0,0,1,0,0.0
-0.7307692307692307,2,1.5263157894736843,0.16666666666666666,0.0,-0.3333333333333333,1.0,-0.08348039267485972,0.0318648622708514,0.0,-0.9615384615384616,0.5,0,0,1,0,0,0,1,0,0,1,0,0,0.0
0.8076923076923077,1,-1.105263157894737,-0.4583333333333333,0.25,0.3333333333333333,0.0,-0.04395929538321732,0.14703906324983212,0.0,0.4230769230769231,-0.5,1,0,0,0,1,0,0,0,1,0,0,0,0.0
-0.7307692307692307,1,0.05263157894736842,-0.5,1.0,0.6666666666666666,2.0,0.6387201082074966,1.1670985699203378,0.0,-0.6153846153846154,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0.0
-0.5384615384615384,0,0.3157894736842105,0.08333333333333333,0.5,0.3333333333333333,1.0,0.14307905276172161,-0.0710240906037047,0.0,-0.8461538461538461,0.5,1,0,0,0,1,0,0,0,0,1,0,0,0.0
-0.7307692307692307,1,-1.105263157894737,1.4583333333333333,0.25,-0.3333333333333333,2.0,-0.3332030052941364,0.07908628467223351,0.0,-0.38461538461538464,0.5,0,0,0,1,0,1,0,0,1,0,0,0,0.0
0.23076923076923078,0,-0.9473684210526315,1.4583333333333333,0.0,0.0,0.0,-0.1246922320966259,0.051060562434014856,0.0,0.8846153846153846,-0.5,1,0,0,0,1,0,0,1,0,0,1,0,1.0
-0.9615384615384616,0,-1.0,-0.5833333333333334,-0.25,-0.3333333333333333,0.0,-0.4533302336394282,-0.5378635185718399,1.0,0.11538461538461539,0.5,1,0,0,0,1,0,0,1,0,0,0,1,0.0
0.6538461538461539,2,-0.3157894736842105,-0.5,0.0,-0.3333333333333333,1.0,-0.33256897699534,-0.11978116901813991,0.0,-1.0384615384615385,0.5,0,0,0,1,0,1,0,0,0,1,0,0,0.0
-0.8461538461538461,2,-0.2631578947368421,-0.4166666666666667,2.5,2.3333333333333335,3.0,2.030834909598132,2.4528265668490263,1.0,-0.6538461538461539,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0.0
0.19230769230769232,2,0.15789473684210525,1.0833333333333333,1.25,1.0,2.0,1.1984825589382142,1.2530953066513102,0.0,0.23076923076923078,-0.5,0,0,0,1,0,1,0,0,1,0,1,0,0.0
0.5,1,0.0,-0.20833333333333334,-0.25,-0.3333333333333333,0.0,-0.0705884839326662,-0.22650926192532866,0.0,-0.8846153846153846,0.5,0,0,1,0,0,0,0,1,0,0,1,0,0.0
0.46153846153846156,2,0.21052631578947367,0.25,-0.25,-0.3333333333333333,0.0,-0.25044117802457927,-0.5996736730972262,0.0,1.5,-0.5,0,1,0,0,0,1,0,0,1,0,0,0,0.0
0.4230769230769231,2,-0.2631578947368421,-0.041666666666666664,0.25,0.3333333333333333,0.0,0.03318081430367843,0.2295805739514349,0.0,0.3076923076923077,-0.5,0,0,0,1,0,1,1,0,0,0,0,1,0.0
-0.38461538461538464,0,-0.6842105263157895,2.0833333333333335,-0.25,-0.3333333333333333,0.0,-0.16865152747984322,-0.17199347346194446,0.0,0.6923076923076923,-0.5,0,0,0,0,0,1,0,0,0,1,0,0,0.0
0.8846153846153846,1,0.3684210526315789,1.75,0.0,-0.6666666666666666,2.0,-0.48397493474792097,-0.27680199635281694,0.0,-1.1153846153846154,0.5,0,0,0,0,0,1,0,1,0,0,0,0,1.0
-0.46153846153846156,2,-0.8947368421052632,-0.2916666666666667,0.0,0.0,0.0,-0.06530491477602951,-0.11709377099529701,1.0,1.1538461538461537,-0.5,0,0,0,1,0,1,0,0,0,0,0,1,0.0
-0.07692307692307693,0,-0.8421052631578947,0.4583333333333333,-0.5,-0.6666666666666666,0.0,-0.6057083681168304,-0.6488146655149246,0.0,0.5769230769230769,-1.0,0,1,0,0,0,1,0,1,0,0,1,0,0.0
-0.9615384615384616,2,-0.42105263157894735,0.5833333333333334,0.0,0.0,0.0,-0.14751725085329645,-0.27373068432671077,0.0,0.5769230769230769,-0.5,0,0,0,1,0,1,0,0,1,0,0,1,0.0
-0.7307692307692307,2,-0.2631578947368421,-0.3333333333333333,-0.25,-0.3333333333333333,0.0,-0.2884828759523634,-0.38161051924368933,0.0,-0.5384615384615384,0.5,0,0,1,0,0,0,1,0,0,0,1,0,1.0
0.7692307692307693,0,0.6842105263157895,0.3333333333333333,1.75,2.3333333333333335,0.0,2.263481026703159,0.9114118437470008,2.0,0.19230769230769232,-0.5,0,1,0,0,0,1,1,0,0,0,1,0,1.0
-0.7692307692307693,2,1.5263157894736843,-0.25,0.5,0.6666666666666666,0.0,1.0070482812549537,0.49601689221614365,0.0,0.4230769230769231,-0.5,0,0,1,0,0,0,1,0,0,1,0,0,0.0
0.9230769230769231,1,-0.3157894736842105,0.08333333333333333,0.0,0.0,0.0,-0.09066604672788563,-0.2867837604376619,1.0,-0.6538461538461539,0.5,0,0,0,0,0,1,0,0,0,0,0,1,0.0
0.38461538461538464,1,-0.15789473684210525,-0.5833333333333334,0.5,0.3333333333333333,1.0,-0.07561844176978433,0.03224877627411459,0.0,1.0769230769230769,-0.5,1,0,0,0,1,0,0,0,1,0,0,0,0.0
-0.07692307692307693,2,0.7894736842105263,-0.4166666666666667,-0.25,-0.6666666666666666,1.0,-0.554943835659865,-0.5589787887513197,0.0,-0.4230769230769231,0.5,0,0,1,0,0,0,0,1,0,0,1,0,0.0
-0.07692307692307693,1,-0.6842105263157895,0.041666666666666664,0.0,0.0,0.0,-0.05114494943624322,-0.30521163259429884,0.0,0.3076923076923077,-0.5,0,0,0,0,0,1,0,0,0,0,0,1,0.0
-0.11538461538461539,2,-1.0526315789473684,-0.375,-0.25,-0.3333333333333333,0.0,-0.25403400505109214,-0.5075343123140417,0.0,-0.46153846153846156,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0.038461538461538464,1,0.42105263157894735,2.0833333333333335,4.25,5.333333333333333,1.0,4.59421132163199,4.93367885593627,5.0,-0.34615384615384615,0.0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
-0.3076923076923077,1,-0.5789473684210527,-0.375,0.5,0.6666666666666666,0.0,0.5702027833842318,0.340915634897783,2.0,-0.3076923076923077,0.5,0,1,0,0,0,1,0,1,0,0,0,0,0.0
-0.5,0,0.05263157894736842,-0.3333333333333333,0.0,-0.3333333333333333,1.0,-0.23158940327369945,0.13436990114214417,0.0,0.3076923076923077,-0.5,0,1,0,0,0,1,1,0,0,0,0,1,0.0
0.6538461538461539,1,1.5263157894736843,-0.375,1.25,1.6666666666666667,0.0,1.5916223727452372,1.7057299164987043,2.0,-0.8076923076923077,0.5,0,0,1,0,0,0,1,0,0,1,0,0,0.0
-0.11538461538461539,2,0.7368421052631579,-0.5416666666666666,1.75,1.6666666666666667,2.0,1.4038231906417427,1.7114886265476532,2.0,0.038461538461538464,0.0,0,0,0,0,0,1,1,0,0,1,0,0,0.0
-0.5384615384615384,2,0.3157894736842105,-0.5416666666666666,0.25,0.0,1.0,0.1162807899992603,0.3508973989826279,0.0,0.0,0.5,0,0,0,0,0,1,0,0,1,0,0,1,0.0
-0.11538461538461539,2,0.2631578947368421,-0.125,3.75,4.666666666666667,1.0,4.438155823021568,4.50139168826183,4.0,-0.38461538461538464,0.0,1,0,0,0,1,0,0,1,0,0,0,1,0.0
-0.5,0,-0.6842105263157895,0.25,-0.25,-0.3333333333333333,0.0,-0.35442181902718933,-0.3800748632306363,0.0,-1.0,0.5,0,0,0,1,0,1,0,1,0,0,0,0,1.0
0.6923076923076923,2,-0.3684210526315789,-0.5,-0.5,-0.6666666666666666,0.0,-0.6057083681168304,-0.6488146655149246,0.0,-0.5384615384615384,-1.0,0,0,0,1,0,1,1,0,0,0,1,0,0.0
0.5384615384615384,0,0.05263157894736842,0.125,1.0,1.3333333333333333,0.0,1.0472034068453926,0.9594010941549094,1.0,0.6923076923076923,-0.5,0,0,0,0,0,1,1,0,0,0,0,0,0.0
-0.19230769230769232,0,-0.42105263157894735,0.08333333333333333,0.0,0.0,0.0,-0.0739699681929137,-0.3428352049140992,1.0,-0.15384615384615385,0.5,1,0,0,0,1,0,0,0,0,0,0,1,0.0
0.6923076923076923,2,0.0,-0.2916666666666667,0.0,-0.3333333333333333,1.0,-0.22567180581826643,-0.26950763029081476,2.0,-1.0769230769230769,0.5,1,0,0,0,1,0,1,0,0,0,1,0,0.0
-0.23076923076923078,0,0.15789473684210525,-0.3333333333333333,-0.5,-0.6666666666666666,0.0,-0.6057083681168304,-0.6488146655149246,0.0,-0.3076923076923077,-1.0,0,0,1,0,0,0,0,1,0,0,1,0,0.0
0.11538461538461539,2,0.3684210526315789,0.8333333333333334,-0.25,-0.3333333333333333,0.0,-0.4860883624105757,-0.530953066513101,0.0,-0.5769230769230769,0.5,1,0,0,0,1,0,0,1,0,0,1,0,0.0
-0.2692307692307692,2,1.0,0.875,0.25,0.3333333333333333,0.0,0.3740766962898778,0.26566849025818223,0.0,-0.19230769230769232,0.5,0,0,1,0,0,0,0,0,1,0,0,1,0.0
-0.4230769230769231,1,0.8947368421052632,1.7916666666666667,0.0,-0.3333333333333333,1.0,-0.1851785318018028,-0.10212112486802957,0.0,1.3461538461538463,-0.5,0,0,0,0,0,1,0,0,1,0,1,0,0.0
0.5384615384615384,1,-0.5263157894736842,0.625,0.0,0.0,0.0,-0.06953177010133885,-0.46069680391592277,1.0,-0.15384615384615385,0.5,1,0,0,0,1,0,0,1,0,1,0,0,1.0
0.23076923076923078,0,0.5789473684210527,1.4166666666666667,0.5,0.6666666666666666,0.0,0.31384400790421946,0.5248104424608888,0.0,-0.5,0.5,1,0,0,0,1,0,0,0,0,0,1,0,0.0
-0.4230769230769231,1,-0.15789473684210525,-0.5416666666666666,-0.25,-0.3333333333333333,0.0,-0.31426669343675045,-0.4203858335732796,0.0,0.9615384615384616,-0.5,1,0,0,0,1,0,0,0,1,1,0,0,1.0
-0.6538461538461539,0,-0.10526315789473684,-0.08333333333333333,0.5,0.0,2.0,-0.11150444348166075,0.5655053268067954,0.0,0.38461538461538464,-0.5,1,0,0,0,1,0,0,1,0,0,0,1,0.0
-0.5769230769230769,2,0.15789473684210525,0.625,0.5,0.6666666666666666,0.0,0.6004247989601937,0.9870429023898647,3.0,-0.6923076923076923,0.5,1,0,0,0,1,0,0,1,0,1,0,0,1.0
0.9230769230769231,2,0.0,0.08333333333333333,-0.25,-0.3333333333333333,0.0,-0.47467585303224047,-0.23034840195796136,0.0,0.2692307692307692,-0.5,0,0,0,0,0,1,0,0,0,1,0,0,1.0
0.7692307692307693,0,-0.05263157894736842,-0.5416666666666666,-0.25,-0.3333333333333333,0.0,-0.3423752813500576,-0.5889240810058546,0.0,-0.11538461538461539,0.5,0,0,1,0,0,0,1,0,0,0,1,0,0.0
-0.7692307692307693,1,-0.8947368421052632,0.4583333333333333,0.0,0.0,0.0,0.2679826276246131,0.05067664843075152,0.0,0.5,-0.5,0,0,0,1,0,1,0,0,0,0,1,0,0.0
0.7692307692307693,1,0.47368421052631576,-0.5833333333333334,0.5,0.6666666666666666,0.0,0.20204368454978708,0.011901334101161428,1.0,-0.2692307692307692,0.5,0,1,0,0,0,1,0,1,0,0,0,0,1.0
0.15384615384615385,0,-1.105263157894737,2.0416666666666665,-0.5,-0.6666666666666666,0.0,-0.6057083681168304,-0.6488146655149246,0.0,-0.07692307692307693,-1.0,0,0,0,1,0,1,0,0,0,0,0,0,1.0
0.7307692307692307,1,-1.105263157894737,-0.5833333333333334,-0.5,-0.6666666666666666,0.0,-0.6057083681168304,-0.6488146655149246,0.0,-0.19230769230769232,-1.0,0,0,0,1,0,1,0,1,0,1,0,0,0.0
0.8846153846153846,0,0.5789473684210527,-0.041666666666666664,0.0,0.0,0.0,-0.17668255259793098,-0.20347442172953256,1.0,0.6153846153846154,-0.5,0,0,0,0,0,1,0,0,0,1,0,0,0.0
0.07692307692307693,0,-0.10526315789473684,-0.5416666666666666,-0.25,-0.3333333333333333,0.0,-0.3808396648103728,-0.15164603128899123,0.0,0.11538461538461539,0.5,0,0,0,0,0,1,0,1,0,0,0,0,0.0
0.8076923076923077,1,0.10526315789473684,-0.20833333333333334,0.75,0.6666666666666666,1.0,0.6082444813120159,0.507918226317305,0.0,-0.5384615384615384,0.5,1,0,0,0,1,0,0,0,0,1,0,0,0.0
0.4230769230769231,2,0.3684210526315789,2.0833333333333335,0.0,0.0,0.0,-0.21387887946065332,-0.16853824743257506,0.0,-1.1538461538461537,0.5,0,0,0,1,0,1,0,0,1,0,0,0,1.0
-0.5384615384615384,1,-0.05263157894736842,0.08333333333333333,0.25,0.3333333333333333,0.0,0.1859816343136116,-0.1002015548517132,0.0,-0.15384615384615385,0.5,1,0,0,0,1,0,0,1,0,0,0,1,0.0
-0.19230769230769232,0,-0.15789473684210525,0.4583333333333333,0.0,-0.3333333333333333,1.0,-0.44876522988809414,-0.2718111143103944,1.0,0.19230769230769232,-0.5,1,0,0,0,1,0,1,0,0,1,0,0,0.0
0.19230769230769232,1,1.4736842105263157,-0.3333333333333333,-0.25,-0.3333333333333333,0.0,-0.0705884839326662,-0.20731356176216523,0.0,0.3076923076923077,-0.5,0,0,1,0,0,0,1,0,0,0,0,0,1.0
0.9230769230769231,2,0.8947368421052632,0.25,0.5,0.6666666666666666,0.0,0.8848921623535133,0.06488146655149252,1.0,0.15384615384615385,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,0.0
0.5384615384615384,1,-1.105263157894737,-0.5833333333333334,-0.25,-0.3333333333333333,0.0,-0.2956685300053893,-0.2718111143103944,1.0,-0.6153846153846154,0.5,0,0,1,0,0,0,0,0,0,0,1,0,1.0
0.4230769230769231,1,0.2631578947368421,0.041666666666666664,0.75,0.6666666666666666,1.0,1.1028288229264636,-0.08292542470486612,1.0,-0.38461538461538464,0.5,0,0,1,0,0,0,1,0,0,1,0,0,0.0
0.5,2,-0.8947368421052632,0.9583333333333334,-0.5,-0.6666666666666666,0.0,-0.6057083681168304,-0.6488146655149246,0.0,1.3461538461538463,-1.0,0,0,0,1,0,1,0,0,0,0,0,0,1.0
-0.9230769230769231,0,-0.21052631578947367,-0.16666666666666666,0.25,0.0,1.0,0.016949689854490576,-0.04261445436222284,1.0,0.34615384615384615,-0.5,0,0,0,1,0,1,0,1,0,1,0,0,1.0
0.7307692307692307,2,0.15789473684210525,-0.5,0.0,0.0,0.0,0.09975378567730066,0.10135329686150304,0.0,-0.8461538461538461,0.5,0,0,0,1,0,1,0,0,1,0,1,0,0.0
-0.6923076923076923,2,-0.6842105263157895,1.0416666666666667,0.5,0.0,2.0,0.0011835194910866389,0.4725981380170843,1.0,-1.0769230769230769,0.5,0,0,0,1,0,1,1,0,0,0,0,0,0.0
-0.8076923076923077,2,-1.0526315789473684,1.2083333333333333,0.25,0.0,1.0,-0.010947555292551241,0.28332853440829264,2.0,0.46153846153846156,-0.5,0,0,0,0,0,1,0,0,1,0,0,1,1.0
0.07692307692307693,0,0.21052631578947367,0.08333333333333333,1.0,1.0,1.0,1.1420540403453345,0.5808618869373261,0.0,-0.6538461538461539,0.5,0,0,1,0,0,0,0,0,0,1,0,0,1.0
0.6153846153846154,0,-0.6842105263157895,-0.5,2.25,2.6666666666666665,1.0,1.645261166823413,1.8377963336212688,2.0,-0.6153846153846154,0.5,0,0,0,1,0,1,0,1,0,1,0,0,0.0
-0.3076923076923077,0,-0.10526315789473684,0.375,-0.5,-0.6666666666666666,0.0,-0.6057083681168304,-0.6488146655149246,0.0,0.4230769230769231,-1.0,0,0,0,1,0,1,0,0,1,0,1,0,0.0
0.8846153846153846,0,0.5263157894736842,0.7083333333333334,0.25,0.0,1.0,-0.08749590523390363,0.1347538151454075,1.0,1.0,-0.5,0,1,0,0,0,1,1,0,0,1,0,0,1.0
-0.5384615384615384,0,-0.47368421052631576,0.125,-0.25,-0.3333333333333333,0.0,-0.2880601904198325,-0.41923409156348973,0.0,0.8076923076923077,-0.5,0,0,0,0,0,1,1,0,0,0,1,0,0.0
0.5,2,0.47368421052631576,-0.4166666666666667,-0.25,-0.3333333333333333,0.0,-0.4286031299863685,-0.4702946539975045,1.0,1.0384615384615385,-0.5,0,0,0,0,0,1,0,0,1,0,0,1,0.0
0.8076923076923077,0,1.3157894736842106,0.16666666666666666,0.0,0.0,0.0,0.14265636722919062,-0.445340243785392,0.0,0.6923076923076923,-0.5,0,1,0,0,0,1,0,0,0,1,0,0,0.0
0.11538461538461539,1,-0.3684210526315789,0.75,0.25,0.3333333333333333,0.0,0.21958513414982087,0.5942988770515404,1.0,-1.0769230769230769,0.5,1,0,0,0,1,0,1,0,0,0,0,0,0.0
-0.23076923076923078,2,0.8421052631578947,2.0833333333333335,0.0,0.0,0.0,-0.17161032620755978,0.2975333525290335,0.0,0.19230769230769232,-0.5,0,1,0,0,0,1,0,1,0,0,0,1,1.0
-0.15384615384615385,0,-1.105263157894737,2.0833333333333335,0.0,-0.3333333333333333,1.0,-0.3970707892595607,-0.06872060658412513,0.0,-0.19230769230769232,0.5,0,0,0,1,0,1,1,0,0,1,0,0,0.0
-0.6923076923076923,2,0.2631578947368421,-0.375,-0.25,-0.3333333333333333,0.0,-0.1665380998171885,-0.18351089355984257,0.0,-0.2692307692307692,0.5,0,1,0,0,0,1,1,0,0,0,1,0,0.0
0.8846153846153846,2,-0.2631578947368421,-0.25,0.0,0.0,0.0,0.07502668202424105,-0.061042326518859706,1.0,0.5769230769230769,-0.5,0,0,0,1,0,1,0,0,0,0,1,0,0.0
-0.3076923076923077,2,-0.7368421052631579,-0.4583333333333333,-0.25,-0.3333333333333333,0.0,-0.2295182441642979,-0.3800748632306363,0.0,0.19230769230769232,-0.5,1,0,0,0,1,0,0,0,1,0,0,1,0.0
-0.07692307692307693,1,-0.10526315789473684,-0.5416666666666666,0.0,-0.3333333333333333,1.0,-0.43236503122589376,0.13897686918130342,0.0,-0.5384615384615384,0.5,0,1,0,0,0,1,0,0,1,0,0,1,0.0
-0.8461538461538461,2,0.0,-0.25,0.25,0.0,1.0,0.16256485581139768,-0.22458969190901232,1.0,-0.19230769230769232,0.5,0,0,1,0,0,0,0,0,0,0,0,1,0.0
0.4230769230769231,0,0.10526315789473684,1.6666666666666667,-0.25,-0.3333333333333333,0.0,-0.2988386714993713,-0.5727996928687973,0.0,-0.3076923076923077,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0.0
-0.8461538461538461,0,0.47368421052631576,0.625,0.5,0.0,2.0,-0.0341107224752465,0.2265092619253288,0.0,-0.7307692307692307,0.5,0,1,0,0,0,1,0,0,1,1,0,0,0.0
-0.8076923076923077,2,-0.3684210526315789,-0.20833333333333334,-0.25,-0.3333333333333333,0.0,-0.4607272304587196,-0.5083021403205682,0.0,1.4615384615384615,-0.5,1,0,0,0,1,0,0,0,0,0,0,0,0.0
-0.7692307692307693,1,-1.105263157894737,-0.375,-0.5,-0.6666666666666666,0.0,-0.6057083681168304,-0.6488146655149246,0.0,0.7307692307692307,-1.0,0,0,0,0,0,1,0,1,0,0,0,0,1.0
0.11538461538461539,0,1.5263157894736843,-0.08333333333333333,3.75,4.666666666666667,1.0,3.871207718237825,4.060274498512333,4.0,-0.8846153846153846,0.0,1,0,0,0,1,0,0,1,0,0,0,1,0.0
-0.8461538461538461,2,0.15789473684210525,-0.20833333333333334,2.5,2.0,4.0,1.5708262445447154,1.4128035320088301,4.0,1.2307692307692308,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
-0.5769230769230769,1,0.15789473684210525,1.375,0.0,-0.3333333333333333,1.0,0.02071159109401584,-0.45186678184086765,1.0,-0.8846153846153846,0.5,0,0,1,0,0,0,0,0,1,0,1,0,0.0
0.11538461538461539,2,-0.8421052631578947,0.0,2.5,2.0,4.0,1.187112318113132,2.5326806795277856,0.0,-0.15384615384615385,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0.0
0.7692307692307693,0,1.0526315789473684,-0.5,-0.25,-0.3333333333333333,0.0,-0.4055667684634324,-0.22151837988290615,0.0,0.7692307692307693,-0.5,0,0,0,0,0,1,0,0,1,1,0,0,0.0
0.6538461538461539,1,-0.15789473684210525,0.125,4.0,4.333333333333333,3.0,3.554912134244926,4.154333429311834,3.0,0.9615384615384616,0.0,0,0,0,1,0,1,0,0,1,1,0,0,1.0
-0.3076923076923077,1,-0.7368421052631579,-0.5,-0.5,-0.6666666666666666,0.0,-0.6057083681168304,-0.6488146655149246,0.0,-1.3076923076923077,-1.0,0,1,0,0,0,1,0,0,1,0,0,0,0.0
