customer_id,city,signup_date,age,gender,total_trips,cancelled_trips,days_since_last_trip,churned,engagement_score,loyalty_score,persona,signup_channel,income_level
CUST00104,Barcelona,2023-06-22,60,Other,45,5,5,0,1.0,0.881,Tourist,Partnership,low
CUST00105,Milan,2025-03-14,64,Other,46,3,19,0,1.0,0.887,Casual Rider,Partnership,medium
CUST00106,Berlin,2025-05-23,65,Female,43,3,33,0,1.0,0.869,Casual Rider,Organic,medium
CUST00107,Berlin,2024-03-28,58,Female,57,7,65,1,1.0,0.956,Casual Rider,Ads,medium
CUST00108,Amsterdam,2025-10-06,46,Male,20,1,86,0,1.0,0.725,Tourist,Ads,medium
CUST00109,Amsterdam,2025-03-09,39,Female,41,4,6,0,1.0,0.856,Business,Ads,medium
CUST00110,Berlin,2024-12-12,32,Female,52,1,9,0,1.0,0.925,Commuter,Ads,medium
CUST00111,London,2023-08-05,44,Female,39,4,4,0,1.0,0.844,Tourist,Partnership,high
CUST00112,Barcelona,2025-08-31,21,Male,31,0,2,0,1.0,0.794,Casual Rider,Partnership,low
CUST00113,Milan,2025-08-17,62,Male,25,1,9,0,1.0,0.756,Casual Rider,Partnership,medium
CUST00114,London,2023-01-08,40,Female,43,6,55,0,1.0,0.869,Casual Rider,Partnership,high
CUST00115,Milan,2025-07-24,65,Other,35,5,30,0,1.0,0.819,Commuter,Partnership,medium
CUST00116,Berlin,2023-02-02,35,Female,43,3,10,0,1.0,0.869,Casual Rider,Referral,medium
CUST00117,Barcelona,2025-02-22,39,Other,11,0,6,1,1.0,0.669,Casual Rider,Ads,low
CUST00118,Barcelona,2022-12-29,26,Other,73,1,13,0,1.0,1.0,Business,Partnership,low
CUST00119,Milan,2023-07-21,54,Other,44,2,10,0,1.0,0.875,Business,Referral,medium
CUST00120,Barcelona,2024-11-22,26,Female,30,0,48,0,1.0,0.787,Commuter,Referral,low
CUST00121,Amsterdam,2023-10-09,42,Female,28,4,15,0,1.0,0.775,Commuter,Partnership,medium
CUST00122,Amsterdam,2023-09-19,39,Female,61,5,3,0,1.0,0.981,Tourist,Partnership,medium
CUST00123,Amsterdam,2025-07-23,23,Female,48,5,18,1,1.0,0.9,Business,Referral,medium
CUST00124,Amsterdam,2024-08-31,32,Other,24,0,3,0,1.0,0.75,Business,Referral,medium
CUST00125,London,2024-12-29,33,Male,64,2,7,0,1.0,1.0,Business,Ads,high
CUST00126,Berlin,2024-10-17,26,Female,47,2,88,0,1.0,0.894,Business,Ads,medium
CUST00127,Barcelona,2024-06-02,62,Female,28,4,44,0,1.0,0.775,Tourist,Ads,low
CUST00128,Milan,2025-02-21,56,Other,37,6,17,0,1.0,0.831,Business,Ads,medium
CUST00129,Amsterdam,2023-07-29,24,Other,29,4,4,0,1.0,0.781,Business,Organic,medium
CUST00130,Milan,2023-01-22,61,Female,16,0,20,0,1.0,0.7,Casual Rider,Ads,medium
CUST00131,London,2024-09-16,55,Other,55,1,14,0,1.0,0.944,Commuter,Referral,high
CUST00132,Amsterdam,2025-09-17,61,Other,31,0,101,1,1.0,0.794,Business,Referral,medium
CUST00133,Amsterdam,2024-06-23,52,Female,37,1,25,0,1.0,0.831,Tourist,Referral,medium
CUST00134,Milan,2024-04-25,59,Female,8,0,58,1,0.985,0.641,Business,Partnership,medium
CUST00135,Barcelona,2024-02-07,24,Female,28,0,28,0,1.0,0.775,Tourist,Partnership,low
CUST00136,Berlin,2023-04-18,45,Male,48,4,40,0,1.0,0.9,Tourist,Partnership,medium
CUST00137,Barcelona,2023-03-25,45,Other,36,1,3,0,1.0,0.825,Tourist,Organic,low
CUST00138,Berlin,2023-11-07,23,Female,51,2,46,1,1.0,0.919,Casual Rider,Ads,medium
CUST00139,Barcelona,2024-04-07,54,Other,61,4,10,0,1.0,0.981,Casual Rider,Organic,low
CUST00140,London,2023-11-18,49,Female,55,2,50,0,1.0,0.944,Commuter,Partnership,high
CUST00141,Berlin,2025-08-15,40,Female,70,9,21,1,1.0,1.0,Tourist,Organic,medium
CUST00142,Milan,2024-02-27,62,Female,18,0,34,0,1.0,0.713,Business,Ads,medium
CUST00143,London,2023-05-19,33,Other,73,11,34,0,1.0,1.0,Casual Rider,Partnership,high
CUST00144,Milan,2024-08-19,66,Male,41,0,18,1,1.0,0.856,Casual Rider,Partnership,medium
CUST00145,Barcelona,2023-04-23,68,Male,28,1,37,0,1.0,0.775,Business,Organic,low
CUST00146,Berlin,2025-06-27,43,Other,43,5,3,0,1.0,0.869,Commuter,Organic,medium
CUST00147,Milan,2023-07-20,41,Female,23,3,22,0,1.0,0.744,Tourist,Partnership,medium
CUST00148,Milan,2025-01-17,39,Female,25,0,52,0,1.0,0.756,Casual Rider,Organic,medium
CUST00149,Amsterdam,2025-08-16,34,Male,26,2,64,0,1.0,0.762,Business,Ads,medium
CUST00150,Amsterdam,2025-04-15,25,Other,72,0,45,0,1.0,1.0,Commuter,Ads,medium
CUST00151,Berlin,2025-11-17,65,Female,48,5,56,0,1.0,0.9,Tourist,Organic,medium
CUST00152,London,2025-11-13,30,Female,86,6,29,1,1.0,1.0,Commuter,Organic,high
CUST00153,Berlin,2023-07-26,37,Male,65,4,2,1,1.0,1.0,Commuter,Organic,medium
CUST00154,London,2023-04-16,21,Other,55,5,11,0,1.0,0.944,Tourist,Ads,high
CUST00155,Barcelona,2023-05-17,24,Male,50,6,0,0,1.0,0.912,Tourist,Partnership,low
CUST00156,Barcelona,2023-08-14,46,Female,47,2,9,0,1.0,0.894,Commuter,Referral,low
CUST00157,Amsterdam,2025-07-30,48,Male,42,1,13,0,1.0,0.863,Business,Partnership,medium
CUST00158,Barcelona,2023-02-11,22,Other,7,1,9,0,0.94,0.608,Business,Ads,low
CUST00159,Berlin,2024-12-13,54,Female,46,0,23,1,1.0,0.887,Business,Ads,medium
CUST00160,London,2025-08-21,53,Female,50,0,126,0,1.0,0.912,Commuter,Partnership,high
CUST00161,Barcelona,2023-08-12,46,Female,25,0,30,1,1.0,0.756,Casual Rider,Organic,low
CUST00162,Milan,2023-03-17,57,Male,27,0,14,0,1.0,0.769,Business,Ads,medium
CUST00163,Berlin,2024-10-09,34,Other,39,4,13,0,1.0,0.844,Business,Ads,medium
CUST00164,Berlin,2024-07-31,29,Other,64,1,4,1,1.0,1.0,Business,Ads,medium
CUST00165,London,2024-10-01,44,Female,20,1,6,0,1.0,0.725,Casual Rider,Organic,high
CUST00166,London,2023-10-26,32,Female,70,0,5,0,1.0,1.0,Tourist,Partnership,high
CUST00167,London,2023-06-13,61,Male,75,0,2,0,1.0,1.0,Tourist,Ads,high
CUST00168,Barcelona,2024-07-19,25,Other,24,0,6,1,1.0,0.75,Commuter,Ads,low
CUST00169,Amsterdam,2023-12-06,27,Male,50,7,11,0,1.0,0.912,Business,Ads,medium
CUST00170,Amsterdam,2024-03-27,56,Other,49,0,1,0,1.0,0.906,Tourist,Partnership,medium
CUST00171,London,2024-08-07,47,Other,49,1,19,1,1.0,0.906,Tourist,Partnership,high
CUST00172,Amsterdam,2022-12-21,50,Other,35,1,10,0,1.0,0.819,Casual Rider,Partnership,medium
CUST00173,London,2024-05-30,56,Male,72,7,11,0,1.0,1.0,Casual Rider,Organic,high
CUST00174,Milan,2025-06-05,34,Male,35,5,3,0,1.0,0.819,Business,Ads,medium
CUST00175,Milan,2023-09-13,55,Male,32,5,35,0,1.0,0.8,Tourist,Referral,medium
CUST00176,Berlin,2023-03-10,48,Other,51,4,6,0,1.0,0.919,Casual Rider,Organic,medium
CUST00177,Berlin,2023-09-26,55,Female,22,3,16,0,1.0,0.738,Casual Rider,Referral,medium
CUST00178,Barcelona,2025-01-04,40,Female,40,1,17,1,1.0,0.85,Tourist,Organic,low
CUST00179,London,2023-11-17,28,Female,38,1,0,0,1.0,0.837,Casual Rider,Partnership,high
CUST00180,Amsterdam,2023-03-17,60,Female,45,5,24,1,1.0,0.881,Business,Partnership,medium
CUST00181,London,2025-04-11,38,Female,71,5,10,0,1.0,1.0,Tourist,Referral,high
CUST00182,Barcelona,2024-01-24,50,Male,43,0,20,0,1.0,0.869,Casual Rider,Partnership,low
CUST00183,London,2025-09-02,30,Other,43,2,9,0,1.0,0.869,Tourist,Partnership,high
CUST00184,Barcelona,2024-07-01,66,Male,27,2,60,0,1.0,0.769,Commuter,Organic,low
CUST00185,Milan,2024-10-29,26,Female,59,0,6,0,1.0,0.969,Casual Rider,Partnership,medium
CUST00186,London,2025-06-22,19,Other,97,5,32,0,1.0,1.0,Commuter,Ads,high
CUST00187,Amsterdam,2024-08-20,53,Male,40,5,15,0,1.0,0.85,Casual Rider,Referral,medium
CUST00188,Berlin,2024-03-14,25,Female,56,6,26,0,1.0,0.95,Business,Ads,medium
CUST00189,Barcelona,2025-10-21,63,Female,31,1,2,0,1.0,0.794,Tourist,Partnership,low
CUST00190,Barcelona,2023-01-24,48,Male,37,1,17,0,1.0,0.831,Casual Rider,Ads,low
CUST00191,Barcelona,2024-03-10,30,Other,45,5,23,1,1.0,0.881,Commuter,Referral,low
CUST00192,Amsterdam,2023-02-14,67,Female,41,1,96,0,1.0,0.856,Tourist,Organic,medium
CUST00193,London,2024-11-05,36,Other,27,3,57,0,1.0,0.769,Tourist,Partnership,high
CUST00194,Berlin,2023-01-21,46,Other,31,4,77,0,1.0,0.794,Casual Rider,Organic,medium
CUST00195,Amsterdam,2023-10-02,53,Other,55,9,40,1,1.0,0.944,Casual Rider,Partnership,medium
CUST00196,Amsterdam,2023-04-24,30,Other,43,1,2,0,1.0,0.869,Commuter,Partnership,medium
CUST00197,Berlin,2023-05-13,67,Female,40,2,28,0,1.0,0.85,Business,Organic,medium
CUST00198,Barcelona,2023-03-08,63,Female,54,2,21,0,1.0,0.938,Casual Rider,Ads,low
CUST00199,Barcelona,2025-10-22,20,Male,40,1,0,0,1.0,0.85,Tourist,Referral,low
CUST00200,Barcelona,2025-05-29,24,Other,38,5,35,0,1.0,0.837,Casual Rider,Referral,low
CUST00201,Berlin,2024-12-26,44,Other,62,7,11,0,1.0,0.988,Commuter,Referral,medium
CUST00202,Barcelona,2023-04-26,68,Female,32,2,29,0,1.0,0.8,Tourist,Partnership,low
CUST00203,London,2025-04-26,39,Other,78,4,7,0,1.0,1.0,Casual Rider,Organic,high
CUST00204,Barcelona,2023-11-06,52,Male,37,2,25,1,1.0,0.831,Business,Ads,low
CUST00205,Amsterdam,2023-11-29,32,Other,44,6,2,0,1.0,0.875,Business,Partnership,medium
CUST00206,London,2023-06-16,66,Other,54,5,4,0,1.0,0.938,Business,Partnership,high
CUST00207,Berlin,2023-09-11,62,Female,56,7,23,0,1.0,0.95,Business,Referral,medium
CUST00208,Amsterdam,2025-10-13,68,Male,33,1,4,0,1.0,0.806,Tourist,Organic,medium
CUST00209,Amsterdam,2023-08-14,45,Male,35,0,76,1,1.0,0.819,Commuter,Partnership,medium
CUST00210,Milan,2024-07-30,61,Male,47,6,3,0,1.0,0.894,Commuter,Ads,medium
CUST00211,London,2025-09-24,57,Female,45,1,16,0,1.0,0.881,Commuter,Partnership,high
CUST00212,Milan,2025-05-12,27,Male,26,4,68,1,0.994,0.759,Casual Rider,Organic,medium
CUST00213,Barcelona,2024-01-16,34,Other,33,3,17,0,1.0,0.806,Business,Partnership,low
CUST00214,Amsterdam,2024-12-09,61,Other,24,3,15,0,1.0,0.75,Commuter,Referral,medium
CUST00215,Barcelona,2025-01-27,40,Other,29,3,1,0,1.0,0.781,Tourist,Partnership,low
CUST00216,Amsterdam,2025-07-04,47,Female,73,11,9,0,1.0,1.0,Commuter,Partnership,medium
CUST00217,Barcelona,2024-01-23,24,Male,31,1,46,0,1.0,0.794,Casual Rider,Organic,low
CUST00218,Milan,2023-04-27,36,Other,41,5,25,0,1.0,0.856,Tourist,Referral,medium
CUST00219,Barcelona,2024-01-22,35,Male,43,1,46,0,1.0,0.869,Business,Partnership,low
CUST00220,Amsterdam,2023-02-15,67,Male,39,2,29,0,1.0,0.844,Tourist,Ads,medium
CUST00221,Berlin,2024-10-19,57,Female,49,6,15,0,1.0,0.906,Commuter,Referral,medium
CUST00222,London,2025-01-18,37,Female,58,6,6,0,1.0,0.962,Business,Organic,high
CUST00223,Berlin,2024-02-15,23,Female,47,5,2,0,1.0,0.894,Tourist,Partnership,medium
CUST00224,Berlin,2024-03-07,30,Male,45,4,59,1,1.0,0.881,Tourist,Organic,medium
CUST00225,Berlin,2023-12-22,34,Female,50,5,1,0,1.0,0.912,Tourist,Organic,medium
CUST00226,London,2023-08-11,47,Male,57,3,21,0,1.0,0.956,Commuter,Ads,high
CUST00227,Barcelona,2025-09-18,53,Female,30,4,76,0,1.0,0.787,Business,Partnership,low
CUST00228,London,2025-04-13,34,Other,80,9,12,1,1.0,1.0,Business,Partnership,high
CUST00229,Amsterdam,2025-04-29,61,Other,41,3,13,0,1.0,0.856,Tourist,Partnership,medium
CUST00230,Amsterdam,2024-02-22,24,Other,29,0,25,0,1.0,0.781,Commuter,Partnership,medium
CUST00231,London,2023-08-29,57,Other,66,10,3,1,1.0,1.0,Tourist,Ads,high
CUST00232,London,2024-10-10,58,Female,85,5,7,0,1.0,1.0,Tourist,Partnership,high
CUST00233,London,2024-12-23,26,Male,37,5,5,0,1.0,0.831,Business,Organic,high
CUST00234,Barcelona,2024-04-28,25,Male,23,3,14,0,1.0,0.744,Commuter,Ads,low
CUST00235,Barcelona,2024-09-03,47,Female,54,7,32,1,1.0,0.938,Casual Rider,Ads,low
CUST00236,Barcelona,2024-12-25,59,Male,45,0,0,0,1.0,0.881,Casual Rider,Partnership,low
CUST00237,Amsterdam,2024-04-05,20,Other,58,8,14,0,1.0,0.962,Tourist,Ads,medium
CUST00238,Barcelona,2024-02-02,46,Male,30,0,14,0,1.0,0.787,Tourist,Referral,low
CUST00239,Amsterdam,2024-12-04,52,Other,64,3,35,0,1.0,1.0,Tourist,Referral,medium
CUST00240,Barcelona,2024-06-15,35,Male,32,3,7,1,1.0,0.8,Business,Partnership,low
CUST00241,London,2023-07-08,60,Male,15,1,0,0,1.0,0.694,Business,Referral,high
CUST00242,Amsterdam,2024-08-21,33,Male,41,4,26,0,1.0,0.856,Commuter,Referral,medium
CUST00243,Milan,2023-01-14,31,Other,21,1,16,0,1.0,0.731,Commuter,Ads,medium
CUST00244,Amsterdam,2023-09-20,67,Male,29,3,25,0,1.0,0.781,Business,Organic,medium
CUST00245,Berlin,2024-04-27,26,Other,43,1,2,0,1.0,0.869,Tourist,Ads,medium
CUST00246,London,2024-11-27,60,Male,55,6,45,1,1.0,0.944,Commuter,Referral,high
CUST00247,Amsterdam,2024-03-28,68,Male,33,2,37,1,1.0,0.806,Tourist,Referral,medium
CUST00248,Berlin,2024-11-24,34,Male,65,4,22,0,1.0,1.0,Commuter,Partnership,medium
CUST00249,Milan,2024-05-01,25,Other,34,0,1,0,1.0,0.812,Business,Partnership,medium
CUST00250,Barcelona,2024-12-13,67,Female,34,5,9,0,1.0,0.812,Business,Partnership,low
CUST00251,Milan,2025-01-02,32,Other,37,4,15,0,1.0,0.831,Business,Organic,medium
CUST00252,Barcelona,2025-11-05,59,Male,38,1,25,0,1.0,0.837,Business,Partnership,low
CUST00253,Barcelona,2025-11-15,45,Other,39,1,13,0,1.0,0.844,Business,Partnership,low
CUST00254,Barcelona,2023-04-22,22,Male,32,1,10,0,1.0,0.8,Tourist,Ads,low
CUST00255,London,2025-08-07,26,Female,80,11,19,0,1.0,1.0,Tourist,Partnership,high
CUST00256,Milan,2023-07-13,51,Female,43,7,12,0,1.0,0.869,Casual Rider,Partnership,medium
CUST00257,London,2025-05-21,68,Other,54,8,5,0,1.0,0.938,Business,Ads,high
CUST00258,Barcelona,2025-02-19,46,Male,30,3,52,0,1.0,0.787,Casual Rider,Organic,low
CUST00259,Barcelona,2024-05-20,43,Female,42,6,4,0,1.0,0.863,Business,Organic,low
CUST00260,Barcelona,2023-01-18,38,Other,44,3,15,0,1.0,0.875,Tourist,Organic,low
CUST00261,Berlin,2024-09-30,61,Female,41,1,10,0,1.0,0.856,Business,Referral,medium
CUST00262,London,2024-09-05,23,Female,33,4,3,0,1.0,0.806,Business,Organic,high
CUST00263,Berlin,2023-08-06,53,Male,63,2,1,0,1.0,0.994,Tourist,Referral,medium
CUST00264,Barcelona,2023-06-19,40,Other,49,3,6,0,1.0,0.906,Casual Rider,Referral,low
CUST00265,Amsterdam,2024-04-20,56,Female,35,1,4,0,1.0,0.819,Tourist,Referral,medium
CUST00266,Milan,2025-11-01,50,Male,29,4,36,1,1.0,0.781,Commuter,Partnership,medium
CUST00267,Berlin,2023-03-01,24,Female,76,2,2,0,1.0,1.0,Tourist,Referral,medium
CUST00268,Amsterdam,2022-12-21,54,Male,51,0,2,1,1.0,0.919,Casual Rider,Referral,medium
CUST00269,Milan,2024-08-24,60,Other,33,2,15,0,1.0,0.806,Tourist,Referral,medium
CUST00270,Berlin,2023-09-18,35,Other,59,4,15,0,1.0,0.969,Tourist,Organic,medium
CUST00271,Amsterdam,2025-09-16,18,Male,46,1,0,0,1.0,0.887,Commuter,Partnership,medium
CUST00272,London,2023-08-03,27,Other,65,10,2,0,1.0,1.0,Business,Referral,high
